,Modal Administration,Urban/Rural,Project Name,Applicant,Round,cap_plan,Project Type,Project Description,Amount,coord,lat,lon
368,FRA,Rural,Glacier Rail Park/Kalispell Core Area Development and Trail Project,City of Kalispell,2015,Capital,Freight Rail,The Glacier Rail Park/Kalispell Core Area Development and Trail Project will construct rail and road infrastructure at Glacier Rail Park to accommodate existing and prospective customers and remove rail from downtown Kalispell.  The project also includes the construction of complete street connections and a trail and a non-contiguous linear park stretching across the community. ,10000000.0,"(48.2188, -114.3198)",48.2188,-114.3198
369,FHWA,Urban,Fulton Mall Reconstruction,City of Fresno,2013,Capital,Road,"TIGER funds will contribute to the reconstruction of the Fulton Mall in downtown Fresno as a complete street, meaning that streets are designed to be used for driving, bicycling, walking or public transportation. The reconstruction would occur over 11 city blocks and would reintroduce vehicle traffic lanes while maintaining bicycle and pedestrian accommodations.",15924620.0,"(36.733914, -119.790675)",36.733914,-119.790675
370,FHWA,Rural,Hopkinton Travel Plaza and Transit Hub,Rhode Island Department of Transportation,2015,Capital,Transit,"The Hopkinton Travel Plaza and Transit Hub Project will construct a multimodal travel plaza on I-95 in Hopkinton. The project includes a welcome center; a park and ride facility serving Rhode Island Public Transit Authority (RIPTA), intercity bus operators, tourists, and carpoolers; a RIPTA bus hub with shelter; an intercity bus hub serving regional destinations; fueling stations, including alternative fuels and electric vehicle stations; and bicycle parking.",9000000.0,"(41.434, -71.7683)",41.434,-71.7683
371,FHWA,Rural,Highway 13/Maguire Street Corridor Study,"City of Warrensburg, Missouri",2010,Planning,Planning,"The Missouri Department of Transportation has initiated construction of a bypass for Highway 13 - Maguire Street around the east side of Warrensburg and will transfer maintenance responsibilities of the existing roadway to the City of Warrensburg. This grant will pay for a Highway 13/Maguire Street Corridor Study to analyze land use and economic development opportunities for urban re-development concentrating housing and mixed-use retail. It will also study sustainable practices related to storm water management and green infrastructure design, including the potential application for LEED certification throughout the corridor in rural Missouri.",90000.0,"(38.774567, -93.736343)",38.774567,-93.736343
372,FHWA,Urban,Closing the Gaps,City of Philadelphia,2015,Capital,Road,The Closing the Gaps Project will create a pedestrian and traffic friendly streetscape on American Street in Philadelphia; restore continuous access to Westmoreland Street by removing a hazardous elevated pedestrian footbridge and constructing a new multi-purpose road and bridge; and repurpose an abandoned railroad bridge into a bicycle and pedestrian swing bridge over the Schuylkill River to connect to the regional trail network. ,10265000.0,"(39.9777, -75.1459)",39.9777,-75.1459
373,FTA,Urban,Mukilteo Multimodal Ferry Terminal,Washington State Department of Transportation,2015,Capital,Maritime,The Mukilteo Multimodal Ferry Terminal Project will complete a comprehensive redevelopment of this crucial ferry service in the State of Washington by creating a new ferry terminal on a brownfield site.  ,10000000.0,"(47.9071, -122.303)",47.9071,-122.303
374,FHWA,Urban,Portland Marine Terminal Freight and Jobs Access Project,Port of Portland,2016,Capital,Road,"The project will construct an overcrossing for North Rivergate Boulevard to travel over a busy marine terminal rail lead, and construct associated road, intersection, and multimodal improvements to increase connectivity between the port and the National Highway System.  The project includes a realignment of the North Rivergate Blvd. and North Lombard St. intersection to better accommodate turning trucks.  ",7329000.0,"(45.6127, -122.7445)",45.6127,-122.7445
375,MARAD,Rural,"Rehabilitation of ""H"" Wharf",Port Authority of Guam,2016,Capital,Maritime,"The project will reconstruct and expand a wharf built in 1948, including a new sheet pile bulkhead retaining wall and upgrade an access road.  The project also includes demolition of surface facilities and construction of additional structural components.",10000000.0,"(13.2746, 144.3955)",13.2746,144.3955
376,FHWA,Urban,Camden Connections for the Future,City of Camden,2016,Capital,Road,"The project will reconstruct a network of streets covering approximately two miles north of the Benjamin Franklin Bridge, integrating complete and green street concepts. The project includes street grading and resurfacing, curbs, sidewalks, ADA-accessibility improvements, lighting, bicycle lanes, and streetscaping. The project will also add signals, pedestrian access, and multimodal options along the Cooper Street corridor.",16200000.0,"(39.9532, -75.1208)",39.9532,-75.1208
377,FHWA,Urban,Des Moines' Community Connection,City of Des Moines,2016,Capital,Road,"The project will reconstruct or rehabilitate urban river crossings within the City of Des Moines, including: Court Avenue over Des Moines River Historic Bridge, Scott Avenue over Des Moines River Bridge,  SW 1st Street Multi-Use Trail Bridge over the Raccoon River, and Locust Street Bridge over the Des Moines River.",8000000.0,"(41.5855, -93.6192)",41.5855,-93.6192
378,MARAD,Urban,Port of Everett South Terminal Modernization Project,Port of Everett,2016,Capital,Maritime,The project will strengthen the more than 500 feet of dock and create a modern berth capable of handling Roll-on/Roll-off and intermodal cargo.  The project will also construct more than 3000 feet of rail sidings to increase on-site rail car storage.,10000000.0,"(47.9905, -122.1805)",47.9905,-122.1805
379,MARAD,Urban,Little Rock Port Authority Growth Initiative,Little Rock Port Authority,2016,Capital,Maritime,"The project will construct improvements to the Slackwater Harbor area, including a new dock with direct dock-to-rail capability and adding rail storage. ",6185400.0,"(34.6317, -92.2383)",34.6317,-92.2383
380,FHWA,Urban,Downtown Crossing,City of New Haven,2016,Capital,Road,"The project will construct improvements to help continue converting Route 34 from a limited access highway to an urban boulevard, with new street connections, bike/pedestrian enhancements, and streetscape improvements.  The project includes reconnecting South Orange Street, raising Martin Luther King Boulevard and South Frontage Road at Temple Street, lowering service drives, and alterations to the Temple Street garage.",20000000.0,"(41.3068, -72.9259)",41.3068,-72.9259
381,FRA,Rural,Moving the Carolinas Forward: A Rural Freight Rail Project,"Horry County Government, South Carolina",2016,Capital,Freight Rail,"The project will rehabilitate freight rail lines between Mullins, SC, Chadbourn, NC, and Conway SC, replacing more than 8 miles of rail, installing more than 50,000 ties, surfacing approximately 75 miles of track, rehabilitating several bridges, and upgrading more than two dozen at-grade road-rail crossings.",9765620.0,"(33.868, -78.9613)",33.868,-78.9613
382,FHWA,Urban,Town Branch Commons Corridor,Lexington-Fayette Urban County Government,2016,Capital,Bicycle-Pedestrian,"The project will construct a multimodal greenway through downtown Lexington, including a mixed-use trail, enhanced streetscaping, ADA enhancements to sidewalks and intersections, and safety enhancement such as upgraded pedestrian signals, access control and mid-block crossing improvements. ",14095887.0,"(38.0462, -84.4956)",38.0462,-84.4956
