,Round,Project Name,Applicant Name,State,City,Project Type,Urban / Rural,Funding Request,Project Cost,Applicant Type,Grant
7730,2018,Del Mar Bluffs Stabilization - Preserving Track-Bed Support Project,North County Transit District,California,Oceanside,Rail,Urban,8950300.0,17900600.0,D: Special District Government,BUILD 2018
7731,2018,State Route 55 Improvement Project ,Orange County Transportation Authority,California,Orange,Road,Urban,25000000.0,327363000.0,D: Special District Government,BUILD 2018
7732,2018,Port of Hueneme's Structure for Transfer of Automobiles Creating Key Economic Development(STACKED) Intermodal Project,Oxnard Harbor District,California,Port Hueneme,Maritime,Urban,25000000.0,30000000.0,A: State Government,BUILD 2018
7733,2018,Port of Hueneme's Advanced Maritime Power (AMP) Project,Oxnard Harbor District (Port of Hueneme),California,Port Hueneme,Maritime,Urban,5000000.0,6250000.0,A: State Government,BUILD 2018
7734,2018,Terminal Island (TI) Wye Rail Enhancement,Port of Long Beach,California,Long Beach,Maritime,Urban,20000000.0,25000000.0,C: City or Township Government,BUILD 2018
7735,2018,Port San Luis Travel Hoist Pier Extension,Port San Luis Harbor District,California,Avila Beach,Maritime,Rural,1100000.0,1300000.0,D: Special District Government,BUILD 2018
7736,2018,Inland Empire SR-71/91 Interchange Improvements,Riverside County Transportation Commission,California,Riverside,Road,Urban,25000000.0,117000000.0,E: Regional Organization,BUILD 2018
7737,2018,Accelerating Rail Modernization and Rural Connectivity in the Sacramento Region,Sacramento Regional Transit District,California,Sacramento,Transit,Urban,25000000.0,103020000.0,D: Special District Government,BUILD 2018
7738,2018,San Diego Multimodal and Regional Transportation (SMART) Center,SAN DIEGO ASSOCIATION OF GOVERNMENTS,California,SAN DIEGO,Road,Urban,24117143.0,45504044.0,E: Regional Organization,BUILD 2018
7739,2018,San Diego Metro Light Rail Train Replacement,San Diego Metropolitan Transit System,California,San Diego,Rail,Urban,25000000.0,87467565.0,X: Other (specify),BUILD 2018
7740,2018,San Diego Metro Transit Fare System Modernization,San Diego Metropolitan Transit System,California,San Diego,Transit,Urban,11166338.0,33006338.0,X: Other (specify),BUILD 2018
7741,2018,RTA Operations & Maintenance Facility,San Luis Obispo Regional Transit Authority,California,San Luis Obispo,Transit,Urban,12154200.0,15192600.0,D: Special District Government,BUILD 2018
7742,2018,Silicon Valley Express Lanes Program - Phase 4,Santa Clara Valley Transportation Authority (VTA),California,San Jose,Road,Urban,25000000.0,41730000.0,D: Special District Government,BUILD 2018
7743,2018,Santa Cruz METRO Solar-Electric Power Generation and Storage Battery Infrastructure,Santa Cruz Metropolitan Transit District,California,Santa Cruz,Transit,Urban,8000000.0,10871300.0,D: Special District Government,BUILD 2018
7744,2018,Antelope Valley Line,Southern California Regional Rail Authority,California,Los Angeles,Transit,Urban,19588520.0,27983600.0,D: Special District Government,BUILD 2018
7745,2018,Facility Improvements,Southern California Regional Rail Authority,California,Los Angeles,Transit,Urban,24438619.0,27888619.0,D: Special District Government,BUILD 2018
7746,2018,Sylmar-to-Roxford Double Track,Southern California Regional Rail Authority,California,Los Angeles,Transit,Urban,22560000.0,28200000.0,D: Special District Government,BUILD 2018
7747,2018,"Millerton Road Improvement Project - Table Mountain Indian Reservation - Friant, CA",Table Mountain Rancheria of California,California,Friant,Road,Rural,8047576.0,8047576.0,K: Indian/Native American Tribally Designated Organization,BUILD 2018
7748,2018,I-70 Picadilly Interchange,"City of Aurora, CO",Colorado,Aurora,Road,Urban,25000000.0,55000000.0,C: City or Township Government,BUILD 2018
7749,2018,South Midland Avenue Reconstruction & Rural Broadband Project,City of Glenwood Springs,Colorado,Glenwood Springs,Road,Rural,7007562.0,9599400.0,C: City or Township Government,BUILD 2018
7750,2018,Clear Creek Greenway East - Canyon Segment,Clear Creek County Colorado,Colorado,Georgetown,Road,Rural,12118000.0,15010000.0,B: County Government,BUILD 2018
7751,2018,Colorado’s V2X Technology Safety and Mobility Improvement Project,Colorado Department of Transportation,Colorado,Denver,Road,Rural,23000000.0,67000000.0,A: State Government,BUILD 2018
7752,2018,Colorado Springs Legacy Loop,Colorado Springs,Colorado,Colorado Springs,Road,Urban,5500000.0,7486700.0,C: City or Township Government,BUILD 2018
7753,2018,Hancock/Academy Multimodal Improvements Project,Colorado Springs City Government,Colorado,Colorado Springs,Road,Urban,19918400.0,24898000.0,C: City or Township Government,BUILD 2018
7754,2018,NW Colorado SH 13: Critical Safety and Mobility Improvements,"Garfield County, Colorado",Colorado,Glenwood Springs,Road,Rural,21000000.0,97000000.0,B: County Government,BUILD 2018
7755,2018,Owl Canyon East-West Regional Connector,Larimer County,Colorado,Fort Collins,Road,Rural,16136558.0,28581700.0,B: County Government,BUILD 2018
7756,2018,North Interstate 25 Phase 2,North Front Range Transportation & Air Quality Council,Colorado,Fort Collins,Road,Rural,25000000.0,250000000.0,E: Regional Organization,BUILD 2018
7757,2018,Rehabilitate Denver's 16th Street Mall,Regional Transportation District,Colorado,Denver,Road,Urban,25000000.0,118000000.0,D: Special District Government,BUILD 2018
7758,2018,RFTA Regional Transit Operations Center Renovation and Expansion,Roaring Fork Transportation Authority,Colorado,Glenwood Springs,Transit,Rural,22867023.0,32867023.0,D: Special District Government,BUILD 2018
7759,2018,Habitat Connectivity Partnership in Southwest Colorado,Southern Ute Indian Tribe,Colorado,Ignacio,Road,Rural,2950000.0,15680000.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7760,2018, Frisco Transportation Center,Summit County,Colorado,Breckenridge,Transit,Rural,4914479.0,8936419.0,B: County Government,BUILD 2018
7761,2018,Paonia Colorado Major Arterial Rehabilitation and Reconstruction Project,Town of Paonia,Colorado,Paonia,Road,Rural,18307800.0,19807800.0,C: City or Township Government,BUILD 2018
7762,2018,Centennial Highway (US 85) Betterments,"Weld, County of",Colorado,Greeley,Road,Rural,24500000.0,149360000.0,B: County Government,BUILD 2018
7763,2018,CTtrail Connections: Building a Network of Trails to Connect People to Jobs,Capitol Region Council of Governments,Connecticut,Hartford,Road,Urban,15500000.0,30688462.0,E: Regional Organization,BUILD 2018
7764,2018,City of Bridgeport Connecticut Congress Street Bridge Construction,City of Bridgeport,Connecticut,Bridgeport,Road,Urban,12000000.0,22750000.0,C: City or Township Government,BUILD 2018
7765,2018,Planning a Complete Street Through Hartford:  The B-Line,City of Hartford,Connecticut,Hartford,Road,Urban,1600000.0,21000000.0,C: City or Township Government,BUILD 2018
7766,2018,Stamford Transportation Center Escalator and Elevator Improvement,Connecticut Department of Transportation,Connecticut,Newington,Transit,Urban,9160000.0,22900000.0,A: State Government,BUILD 2018
7767,2018,Proposed Cantilevered Sidewalk over the Connecticut River on the East Haddam / Haddam Swing Bridge,Town of East haddam,Connecticut,Moodus,Road,Rural,18280000.0,18280000.0,C: City or Township Government,BUILD 2018
7768,2018,Regional Value Capture Mechanism Feasibility Study,Western Connecticut Council of Governments,Connecticut,Sandy Hook,Transit,Urban,400000.0,500000.0,E: Regional Organization,BUILD 2018
7769,2018,"Eastown Gateway Project Middletown, DE",Delaware Department of Transportation,Delaware,Dover,Road,Rural,16503208.0,23576011.0,A: State Government,BUILD 2018
7770,2018,"Relocation of Park Avenue located in Georgetown, DE.",Delaware Departmnet of Transportation,Delaware,Dover,Road,Rural,10520000.0,17950000.0,A: State Government,BUILD 2018
7771,2018,Delaware Memorial Bridges Ship Collision Protection System,Delaware River and Bay Authority,Delaware,New Castle,Road,Urban,22249850.0,44499700.0,X: Other (specify),BUILD 2018
7772,2018,VRE L'Enfant Station and Fourth Track Improvements Project,Prince William Co. /dba Potomac & Rappahannock Trans. Comm.,District of Columbia,"Washington, DC",Transit,Urban,3150000.0,6300000.0,D: Special District Government,BUILD 2018
7773,2018,Metrorail Station Platform Reconstruction Project,Washington Metropolitan Area Transit Authority,District of Columbia,Washington,Transit,Urban,25000000.0,185596150.0,X: Other (specify),BUILD 2018
7774,2018,SW 20th Avenue Complete Street Bridge Replacement,Alachua County,Florida,Gainesville,Road,Urban,12293600.0,15367000.0,B: County Government,BUILD 2018
7775,2018,Broward County's Port Everglades Intermodal Freight Connector Project,Broward Metropolitan Planning Organization,Florida,Fort Lauderdale,Maritime,Urban,25000000.0,441486729.0,E: Regional Organization,BUILD 2018
7776,2018,North Cargo Berth 8 Improvement Project,Canaveral Port Authority,Florida,Cape Canaveral,Maritime,Urban,7157149.0,14910427.0,D: Special District Government,BUILD 2018
7777,2018,LYNX Southern Operations Maintenance and Transportation Training Center ,Central Florida Regional Transportation Authority (LYNX),Florida,Orlando,Transit,Urban,22000000.0,25000000.0,X: Other (specify),BUILD 2018
7778,2018,City of Bonita Springs Terry Street Complete Street Project,City of Bonita Springs,Florida,Bonita Springs,Road,Urban,15844498.0,19805622.0,C: City or Township Government,BUILD 2018
7779,2018,Biscayne Everglades Greenway,City of Homestead,Florida,Homestead,Road,Urban,5000000.0,7800000.0,C: City or Township Government,BUILD 2018
7780,2018,Urban Core Riverfront Revitalization and Complete Streets,City of Jacksonville,Florida,Jacksonville,Road,Urban,12462500.0,37462500.0,C: City or Township Government,BUILD 2018
7781,2018,Kiss-and-Ride Transit / Terminal Facility,City of Miami Gardens,Florida,Miami Gardens,Transit,Urban,5000000.0,9500000.0,C: City or Township Government,BUILD 2018
7782,2018,Narcoossee Road Complete Streets Commuter Corridor,City of Orlando,Florida,Orlando,Road,Urban,13000000.0,32000000.0,C: City or Township Government,BUILD 2018
7783,2018,Dixie Highway Streetscape Improvements Project,"City of Pompano Beach, FL",Florida,Pompano Beach,Road,Urban,12982975.0,42082975.0,C: City or Township Government,BUILD 2018
7784,2018,Village Green Corridor Revitalization Project,City of Port St. Lucie,Florida,Port St. Lucie,Road,Urban,1500000.0,3000000.0,C: City or Township Government,BUILD 2018
7785,2018,Fruitville Road Gateway Project,City of Sarasota,Florida,Sarasota,Road,Urban,7434722.0,9890722.0,C: City or Township Government,BUILD 2018
7786,2018,St Petersburg Snell Isle Bridge Replacement Planning,City of St Petersburg,Florida,St Petersburg,Road,Urban,840600.0,1401000.0,C: City or Township Government,BUILD 2018
7787,2018,City of Tampa Downtown Gateway Rehabilitation Project,City of Tampa,Florida,Tampa,Road,Urban,5556328.0,11112656.0,C: City or Township Government,BUILD 2018
7788,2018,Antioch Road Interchange,Florida Department of Transportation,Florida,Tallahassee,Road,Rural,25000000.0,105257805.0,A: State Government,BUILD 2018
7789,2018,Motor Carrier Mainline Screening and Interconnected Facilities,Florida Department of Transportation,Florida,Tallahassee,Road,Rural,19737200.0,24737200.0,A: State Government,BUILD 2018
7790,2018,US 98 Improvement,Florida Department of Transportation,Florida,Tallahassee,Road,Urban,25000000.0,89159000.0,A: State Government,BUILD 2018
7791,2018,"Big Bend Road at I-75 - Safely Connecting People, Jobs, and Goods",Hillsborough County Board of County Commissioners,Florida,tampa,Road,Urban,25000000.0,59597027.0,B: County Government,BUILD 2018
7792,2018,Bay Street Innovation Corridor,Jacksonville Transportation Authority,Florida,Jacksonville,Transit,Urban,25000000.0,51398500.0,X: Other (specify),BUILD 2018
7793,2018,Big Carlos Pass Bridge Rehabilitation/Replacement,Lee County Government,Florida,Fort Myers,Road,Urban,25000000.0,56310820.0,B: County Government,BUILD 2018
7794,2018,RSW Roadway Network Improvements,Lee County Port Authority,Florida,Fort Myers,Road,Rural,11268800.0,26986404.0,X: Other (specify),BUILD 2018
7795,2018,Palmetto Trails Network Project,Manatee County Government Board of Commissioners,Florida,BRADENTON,Road,Urban,12238000.0,15297000.0,B: County Government,BUILD 2018
7796,2018,Berth 4 Extension Study,Manatee County Port Authority,Florida,Palmetto,Maritime,Urban,400000.0,500000.0,B: County Government,BUILD 2018
7797,2018,South Port Container Yard Expansion and Berth 10 Rehabilitation,Manatee County Port Authority,Florida,Palmetto,Maritime,Urban,22640000.0,28300000.0,B: County Government,BUILD 2018
7798,2018,South Dade Transitway Park-and-Ride Improvements,Miami Dade County,Florida,Miami,Transit,Urban,9500000.0,19000000.0,B: County Government,BUILD 2018
7799,2018,The Underline – Segment 6,Miami Dade County,Florida,Miami,Road,Urban,16397600.0,20497000.0,B: County Government,BUILD 2018
7800,2018,Bulkhead Rehabilitation and Capacity Expansion Project,Miami-Dade County,Florida,Miami,Maritime,Urban,9083554.0,19924070.0,B: County Government,BUILD 2018
7801,2018,Snake Road Widening and Safety Improvements,Miccosukee Corporation,Florida,Miami,Road,Rural,13310554.0,14905882.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7802,2018,Card Sound Bridge Replacement Planning and Design Project,Monroe County,Florida,Key West,Road,Rural,4200000.0,5250000.0,B: County Government,BUILD 2018
7803,2018,P.J. Adams Phase IV - Construction from Wildhorse Drive to proposed I-10 Interchange,Okaloosa County,Florida,Shalimar,Road,Rural,8000000.0,14692000.0,B: County Government,BUILD 2018
7804,2018,Neptune Road Widening and Improvement Project,Osceola County,Florida,Kissimmee,Road,Urban,14960400.0,57540000.0,B: County Government,BUILD 2018
7805,2018,"Pasco County, FL  Bi-County Bicycle/Pedestrian (aka Orange Belt) Trail PD&E Study",Pasco County,Florida,New Port Richey,Road,Rural,1380000.0,2300000.0,B: County Government,BUILD 2018
7806,2018,"Pasco County,  Florida - I-75 and Overpass Road Interchange Design/Build Project","Pasco, County of",Florida,New Port Richey,Road,Urban,15172272.0,63217800.0,B: County Government,BUILD 2018
7807,2018,Boca Raton II Tri-Rail Station,South Florida Regional Transportation Authority (SFRTA),Florida,Pompano Beach,Transit,Urban,17200000.0,26533470.0,E: Regional Organization,BUILD 2018
7808,2018,Sumter County Road 501 Phase II (CR 501 Phase II),"SUMTER, COUNTY OF",Florida,Wildwood,Road,Rural,20078400.0,25098000.0,B: County Government,BUILD 2018
7809,2018,Suwannee Valley Next Generation Mobility PlanRural Planning Grant,Suwannee Valley Transit Authority,Florida,Live Oak,Transit,Rural,2000000.0,2000000.0,D: Special District Government,BUILD 2018
7810,2018,Palmetto Bay Roadway Resurfacing Initiative,Village of Palmetto Bay,Florida,Palmetto Bay,Road,Urban,5000000.0,6250000.0,C: City or Township Government,BUILD 2018
7811,2018,Widening and Safety Improvements on Log Cabin Road and N. Jefferson Street,Baldwin County,Georgia,Milledgeville,Road,Rural,21484333.0,21484333.0,B: County Government,BUILD 2018
7812,2018,"Gateway (Access Road) to Spaceport Camden, GA","Camden, County of",Georgia,Woodbine,Road,Rural,2000000.0,32000000.0,B: County Government,BUILD 2018
7813,2018,Atlanta BeltLine Southside Transportation Corridor,City of Atlanta,Georgia,Atlanta,Road,Urban,16000000.0,70000000.0,C: City or Township Government,BUILD 2018
7814,2018,"Feasibility Study for a Rural Transit System in the City of Dublin, Georgia",City of Dublin,Georgia,Dublin,Transit,Rural,80000.0,80000.0,C: City or Township Government,BUILD 2018
7815,2018,Akers Mill Road Ramp Phase II,"Cobb County, GA",Georgia,Marietta,Road,Urban,5975437.0,19899062.0,B: County Government,BUILD 2018
